SKU,SKU Type,Product ID Type,Product ID,Product Title,Cost Price,Currency,Master Quantity,Product Description,Bullet Point 1,Bullet Point 2,Bullet Point 3,Bullet Point 4,Bullet Point 5,Variation Item,Item Specifics Name 12,Item Specifics Value 12,Item Specifics Name 13,Item Specifics Value 13,Item Specifics Name 14,Item Specifics Value 14,Item Specifics Name 15,Item Specifics Value 15,Ktype,Make|Model|Year|Variant|Type|Notes,Ktype Notes,Rakuten Account Code,Rakuten Title,Rakuten Description,Rakuten Tagline,Rakuten Standard Price,Rakuten Sale Price,Rakuten Category,Rakuten Shipping Profile,TradeMe Account Code,TradeMe Product Name,TradeMe Description,TradeMe Category,TradeMe BuyNow Price,TradeMe Duration,TradeMe Shipping Profile Code,CDiscount Account Code,CDiscount Product Title,CDiscount Description,CDiscount Category,CDiscount Price,CDiscount RRP,CDiscount EAN,CDiscount Lead Days,CDiscount Launch Quantity,CDiscount Shipping Profile,FNAC Account Code,FNAC Product Title,FNAC Description,FNAC Price,Game Account Code,Game Product Title,Game Description,Game Tagline,Game Standard Price,Game Category,Webstore Account ID,Webstore Product Title,Launch Quantity,Webstore Brand Name,Product Type,Webstore Standard Price,Webstore Sale Price,Webstore Sale Start Date,Webstore Sale End Date,Webstore Category1,Webstore Category2,Webstore Category3,Webstore Category4,Webstore Category5,Webstore Category6,Webstore Category7,Webstore Category8,Webstore Category9,Webstore Category10,Webstore BulletPoint1,Webstore BulletPoint2,Webstore BulletPoint3,Webstore BulletPoint4,Webstore BulletPoint5,Webstore BulletPoint6,Webstore BulletPoint7,Webstore BulletPoint8,Webstore BulletPoint9,Webstore BulletPoint10,Webstore Custom Text 1,Webstore Custom Text 2,Webstore Custom Text 3,Webstore Custom Text 4,Webstore Custom Text 5,Webstore Custom Text 6,Webstore Custom Text 7,Webstore Custom Text 8,Webstore Custom Text 9,Webstore Custom Text 10,Webstore Custom Number 1,Webstore Custom Number 2,Webstore Custom Number 3,Webstore Custom Number 4,Webstore Custom Number 5,Webstore Custom Number 6,Webstore Custom Number 7,Webstore Custom Number 8,Webstore Custom Number 9,Webstore Custom Number 10,Webstore SearchTerms1,Webstore SearchTerms2,Webstore SearchTerms3,Webstore SearchTerms4,Webstore SearchTerms5,Webstore Include Bullet Points from Basic Details,Webstore Include Description from Basic Details,Webstore Product Description,Eligible for Gift wrap,Eligible for Gift message,Lead time to ship,Date Available To Ship,Webstore Accessory Items,Variation Theme,Relationship,Parent SKU,Size,Colour,Custom Variation Name 1,Custom Variation Value 1,Custom Variation Name 2,Custom Variation Value 2,Custom Variation Name 3,Custom Variation Value 3,Custom Variation Name 4,Custom Variation Value 4,Custom Variation Name 5,Custom Variation Value 5,Master SKU,Quantity For Bundle SKU,Main Image,Swatch Image,Additional Image 1,Additional Image 2,Additional Image 3,Additional Image 4,Additional Image 5,Additional Image 6,Additional Image 7,Additional Image 8
119398,Master SKU,EAN,9781851777297,Traditional Jewellery: In Nineteenth-Century Europe,,,3,"Although less well-known today, European jewellery 
worn with traditional or national costume  was
highly fashionable in nineteenth-century Britain. This
book draws together a wide selection of beautiful pieces,
originating from across the continent  from Iceland in the
north to Cyprus off the shores of Asia  to demonstrate the
wonderful variety of this jewellery. Spectacular examples
include gilded Norwegian wedding crowns and extravagant
golden crosses of Normandy, ornate earrings of Spain and
Italy, and imposing filigree clasps from the Balkans. The
book illustrates how the jewellery was originally worn
with traditional dress, and explores its popularity in the
nineteenth century.",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Traditional Jewellery: In Nineteenth-Century Europe,0,V&A,,30.00,30.00,03/29/2016 00:00:00,31-December-2018,,215,,,,,,,,|215|,,,,Jane Perry,,,,,,,,21 x 1.9 x 24.5 cm,Jane Perry,2013-06-03,144 pages,190 colour,9781851777297,Hardback,,V&A Publishing,220,,,,,,,,,,"european jewellery, traditional costume, national",9781851777297 Traditional Jewellery: In Nineteenth-Century Europe,Jane Perry Hardback V&A Publishing,19th century national costumes dress,,,true,"Although less well-known today, European jewellery 
worn with traditional or national costume  was
highly fashionable in nineteenth-century Britain. This
book draws together a wide selection of beautiful pieces,
originating from across the continent  from Iceland in the
north to Cyprus off the shores of Asia  to demonstrate the
wonderful variety of this jewellery. Spectacular examples
include gilded Norwegian wedding crowns and extravagant
golden crosses of Normandy, ornate earrings of Spain and
Italy, and imposing filigree clasps from the Balkans. The
book illustrates how the jewellery was originally worn
with traditional dress, and explores its popularity in the
nineteenth century.",,,0,2016/07/20 00:00:00,",157128,100463,150265,157126",,,,,,,,,,,,,,,,,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/119398_A.jpg,,,,,,,,,
119399,Master SKU,EAN,9781851776405,"Carvings, Casts and Collectors: The Art of Renaissance Sculpture",,,5,"This volume brings together new research by some
of the world’s leading experts, exploring the artistic
production and cultural context of Renaissance sculpture
from Ghiberti’s Gates of Paradise to the small bronzes of
Giambologna and his followers. The essays cover a range
of sculptural materials and forms to cast fresh light on
the artists, their creative and collaborative processes, and
those who commissioned, owned and responded to their
work. The papers were originally presented at a two-day
conference at the V&A in November 2010 as part of the
Robert H. Smith Renaissance Sculpture Programme.",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Carvings, Casts and Collectors: The Art of Renaissance Sculpture",0,V&A,,35.00,35.00,03/29/2016 00:00:00,31-December-2018,217,,,,,,,,,|217|,,,,"P. Motture, E. Jones and D. Zikos",,,,,,,,280 x 210mm,"Peta Motture, Emma Jones, Dimitrios Zikos",,384pp,170 colour,9781851776405,Hardback,,V&A Publishing,5150,,,,,,,,,,"Renaissance sculpture, ghiberti's gates of paradis",9781851776405,,,,,true,"This volume brings together new research by some
of the world’s leading experts, exploring the artistic
production and cultural context of Renaissance sculpture
from Ghiberti’s Gates of Paradise to the small bronzes of
Giambologna and his followers. The essays cover a range
of sculptural materials and forms to cast fresh light on
the artists, their creative and collaborative processes, and
those who commissioned, owned and responded to their
work. The papers were originally presented at a two-day
conference at the V&A in November 2010 as part of the
Robert H. Smith Renaissance Sculpture Programme.",,,0,2016/06/30 00:00:00,"128522,28227,101840,69125,103804",,,,,,,,,,,,,,,,,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/119399.jpg,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/119399_a.jpg,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/119399_b.jpg,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/119399_c.jpg,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/119399_d.jpg,,,,
119624,Master SKU,EAN,5052979340088,Crystal bouncy ball - assorted,,,0,"A crystalline shape bouncy ball, made with see-through rubber. See how high you can bounce it!<br><br>Please Note: These come in assorted styles and cannot be specified on order.",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Crystal bouncy ball - assorted,0,V&A,,1.25,1.25,03/29/2016 00:00:00,,84,,,,,,,,,|84|,,,,,,,,,,,,3cm Diameter,,,,,,,,,5900,,,,,,,,,,ball toy bouncey bounce bouncy kids,children,,,,,true,"A crystalline shape bouncy ball, made with see-through rubber. See how high you can bounce it!<br><br>Please Note: These come in assorted styles and cannot be specified on order.",,,0,2016/07/12 00:00:00,"111128,128164,128184,128182,126283,119637,128531,128529,128114,128540,128544,128149,128147,119630,91499",,,,,,,,,,,,,,,,,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/119624new.jpg,,,,,,,,,
119631,Master SKU,EAN,5052979340156,Clockwork Wild Animal Toy - assorted,,,0,"<p>Assorted wind-up wild animal toys.<br />
<br />
Please note this item comes in an assortment of styles which unfortunately cannot be specified on order.</p>",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Clockwork Wild Animal Toy - assorted,0,V&A,,3.00,3.00,03/29/2016 00:00:00,31-December-2018,84,,,,,,,,,|84|,,,,,,,,,,,,,,,,,,,,,5200,,,,,,,,,,Clockwork Wild Animal Toy - Assorted,toys game games toys lion elephant,bear kid kids children stocking filler,,,,true,"<p>Assorted wind-up wild animal toys.<br />
<br />
Please note this item comes in an assortment of styles which unfortunately cannot be specified on order.</p>",,,0,2016/06/30 00:00:00,"108708,126283,125893,128169,128168,121933,122086,121937,119632,125895",,,,,,,,,,,,,,,,,,https://imageresizecloudsearch.s3-eu-west-1.amazonaws.com/vamshop/original/119631.jpg,,https://s3.amazonaws.com/VAELimited/ProductImages/119631_a.jpg,,,,,,,
119633,Master SKU,EAN,5052979340170,Multicolour Orbit bouncy ball,,,10,"A multicolour bouncy ball made form 5 coloured, curved rings.",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Multicolour Orbit bouncy ball,0,V&A,,2.50,2.50,03/29/2016 00:00:00,,84,,,,,,,,,|84|,,,,,,,,,,,,6.5cm Diameter,,,,,,,,,3600,,,,,,,,,,colour balls bounce bouncey kids children boy,,,,,,,"<p>A multicolour bouncy ball made form 5 coloured, curved rings.</p>",,,0,2016/06/30 00:00:00,"116247,123510,116242,126125,125816,111128,128170,128164,128163,128184",,,,,,,,,,,,,,,,,,https://imageresizecloudsearch.s3-eu-west-1.amazonaws.com/vamshop/original/119633.jpg,,,,,,,,,
119634,Master SKU,EAN,5052979340187,Stick on Gems,,,0,Pack of decorative gem stickers suitable for crafts and decoration.,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Stick on Gems,0,V&A,,1.50,1.50,03/29/2016 00:00:00,31-December-2018,87,,84,120,,,,,,|87|84|120|,,,,,,,,,,,,,,,,,,,,,6000,,,,,,,,,,Stick on Gems gems sticker stationery kids kid,children childrens,,,,,,Pack of decorative gem stickers suitable for crafts and decoration.,,,0,2016/06/30 00:00:00,,,,,,,,,,,,,,,,,,,https://imageresizecloudsearch.s3-eu-west-1.amazonaws.com/vamshop/original/119634.jpg,,,,,,,,,
120029,Master SKU,EAN,5052979344130,V&A Strawberry Thief exercise book,,,65,"<p>Soft cover exercise book with 96 lined pages. <br />
<br />
Pattern adapted from a furnishing fabric by William Morris, 1883.</p>",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,V&A Strawberry Thief exercise book,0,V&A,,4,4,03/29/2016 00:00:00,12/25/2018 00:00:00,92,19,,,,,,,,|92|19|,,,,William Morris,,,,,,,,17.7 x 12.7 cm,,,,,,,,,200,,,,,,,,,,V&A Strawberry Thief Exercise Book morris,william morris notebook notepad,bird print pattern journal,,,,,"<p>Soft cover exercise book with 96 lined pages. <br />
<br />
Pattern adapted from a furnishing fabric by William Morris, 1883.</p>",,,0,2016/06/30 00:00:00,"127535,120035,120036,146351,146350,148563",,,,,,,,,,,,,,,,,,https://imageresizecloudsearch.s3-eu-west-1.amazonaws.com/vamshop/original/120029_new.jpg,,https://s3.amazonaws.com/VAELimited/ProductImages/120029_a_new.jpg,,,,,,,
120035,Master SKU,EAN,5052979344192,V&A Voysey Owls lined journal,,,40,"<p>From the archives of the V&amp;A, this writing set is part of a new stationery range celebrating the pattern and colour of the Arts and Crafts movement.</p><p>Patterns adapted from textile and wallpaper designs by C.F.A. Voysey (1857–1941).</p>",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,V&A Voysey Owls lined journal,0,V&A,,8,8,03/29/2016 00:00:00,12/25/2018 00:00:00,19,19,92,128,,,,,,|19|19|92|128|,,,,C.F.A. Voysey,,,,,,,,177 x 127mm,,,,,,,,,400,,,,,,,,,,voysey owls notebook journal diary,,,,,,true,"<p>From the archives of the V&amp;A, this writing set is part of a new stationery range celebrating the pattern and colour of the Arts and Crafts movement.</p><p>Patterns adapted from textile and wallpaper designs by C.F.A. Voysey (1857–1941).</p>",,,0,2016/06/30 00:00:00,"120036,146351,146350,148563,146352,120029,127535",,,,,,,,,,,,,,,,,,https://imageresizecloudsearch.s3-eu-west-1.amazonaws.com/vamshop/original/120035.jpg,,https://s3.amazonaws.com/VAELimited/ProductImages/120035_a.jpg,,,,,,,
120036,Master SKU,EAN,5052979344208,V&A Morris Mini Notebook Set of 3,,,5,"From the archives of the V&amp;A, this writing set is part of a new stationery range celebrating the pattern and colour of the Arts and Crafts movement. 
The designs in this notebook selection are taken from Morris &amp; Co. wallpaper patterns.",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,V&A Morris Mini Notebook Set of 3,0,V&A,,8,8,,,75,19,89,92,,,,,,|75|19|89|92|,,,,William Morris,,,,,,,,12.5 x 9cm,,,,,,,,,,,,,,,,,,,V&A Morris Mini Notebook Set of 3,note book set journal arts and craft,exercise book exercise books,victoria and albert journals,,,true,"From the archives of the V&amp;A, this writing set is part of a new stationery range celebrating the pattern and colour of the Arts and Crafts movement. 
The designs in this notebook selection are taken from Morris &amp; Co. wallpaper patterns.",,,0,,"146351,146350,148563,146352,120029,127535,146359,146356,146357,146358,146360,120035",,,,,,,,,,,,,,,,,,https://imageresizecloudsearch.s3-eu-west-1.amazonaws.com/vamshop/original/120036.jpg,,https://s3.amazonaws.com/VAELimited/ProductImages/120036_a.jpg,,,,,,,
120124,Master SKU,EAN,5052979345083,David Bowie is leaving hundreds of clues postcard collection,,,173,"<p>Exclusive election of 50 postcards commemorating the V&amp;A exhibition, 'David Bowie is', which showed at the V&amp;A in 2013 and has toured the world since.<br><br>Image adapted from 'Session photograph for Aladdin Sane,' 1973. Photo Duffy © Duffy Archive &amp; The David Bowie Archive. Graphic identity created by Barnbrook. Phrase by Paul Morley.</p>",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,David Bowie is leaving hundreds of clues postcard collection,0,V&A,,20,20,03/29/2016 00:00:00,12/25/2018 00:00:00,26,19,205,279,128,,,,,|26|19|205|279|128|,,,,David Bowie is,,,,,,,,,,,,,9781851779154,,,,220,,,,,,,,,,exclusive postcard collection david bowie,david bowie archive barnbrook,exclusive to the V&A,9781851779154,,,true,"<p>Selection of 50 postcards commemorating the V&amp;A exhibition, 'David Bowie is', which showed at the V&amp;A in 2013 and has toured the world since.<br><br>Image adapted from 'Session photograph for Aladdin Sane,' 1973. Photo Duffy © Duffy Archive &amp; The David Bowie Archive. Graphic identity created by Barnbrook. Phrase by Paul Morley.</p>",,,0,2016/06/30 00:00:00,",119209,120182,120750_P,120183,120610,154913,120750_P,120746_P",,,,,,,,,,,,,,,,,,https://imageresizecloudsearch.s3-eu-west-1.amazonaws.com/vamshop/original/120124_a.jpg,,https://s3.amazonaws.com/VAELimited/ProductImages/120124_c.jpg,https://s3.amazonaws.com/VAELimited/ProductImages/120124_b.jpg,https://s3.amazonaws.com/VAELimited/ProductImages/120124_d.jpg,,,,,
120182,Master SKU,EAN,5052979345663,David Bowie is a Face in the Crowd exhibition bag,,,52,"<p>Exclusive tote bag commemorating the V&amp;A exhibition, &#39;David Bowie is&#39;, which showed at the V&amp;A in 2013 and has toured the world since.<br />
<br />
Image adapted from &#39;Session photograph for Aladdin Sane,&#39; 1973. Photo Duffy &copy; Duffy Archive &amp; The David Bowie Archive. Graphic identity created by Barnbrook. Phrase by Paul Morley.</p>

<p>&nbsp;</p>
",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,David Bowie is a Face in the Crowd exhibition bag,0,V&A,,7.50,7.50,,12/31/2018 00:00:00,26,56,205,279,126,,,,,|26|56|205|279|126|,,,,David Bowie is,,,,,,,Brian Duffy,72.5cm x 38.5cm (including handle),,,,,,,,,100,,,,,,,,,,david bowie is tote bag orange duffy barnbrook,David Bowie is a Face in the Crowd Exhibition Bag,,,,,true,"<div style=""padding: 0px; margin: 1px 0px 0px; border: 0px none; visibility: hidden; width: 0px; height: 0px; position: static; top: 0px;"">
<div style=""width: 2px;"">
<div style=""width: 0px; margin-right: 0px;"">&nbsp;</div>
</div>
</div>

<p>Exclusive 100% cotton tote bag commemorating the V&amp;A exhibition, &#39;David Bowie is&#39;, which showed at the V&amp;A in 2013 and has toured the world since.<br />
<br />
Image adapted from &#39;Session photograph for Aladdin Sane,&#39; 1973. Photo Duffy &copy; Duffy Archive &amp; The David Bowie Archive. Graphic identity created by Barnbrook. Phrase by Paul Morley.</p>

<p>&nbsp;</p>
",,,0,,",119209,120124,120183,120750_P,148535,148536,148537,146105,122197,154913",,,,,,,,,,,,,,,,,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/120182new.jpg,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/120182_new_large_2.jpg,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/120182new_a.jpg,,,,,
120183,Master SKU,EAN,,David Bowie guitar pick,,,0,"Double-sided guitar pick featuring a session photograph for Aladdin Sane by Brian Duffy from 1973, as well as a pattern redrawn from the original fabric from a jumpsuit worn by David Bowie on the cover of Ziggy Stardust and the Spiders from Mars.<br><br>Photo Duffy © Duffy Archive &amp; The David Bowie Archive.<br>",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,David Bowie guitar pick,0,V&A,,1,1,03/29/2016 00:00:00,12/25/2018 00:00:00,26,205,,,,,,,,|26|205|,,,,David Bowie is,"Premium celluloid guitar pick. Medium gauge, 0.71mm. Printed in England.",,,,,,,30 x 25.5mm,,,,,,,,,,,,,,,,,,,guitar picks music david bowie exclusive,,,,,,true,"Double-sided guitar pick featuring a session photograph for Aladdin Sane by Brian Duffy from 1973, as well as a pattern redrawn from the original fabric from a jumpsuit worn by David Bowie on the cover of Ziggy Stardust and the Spiders from Mars.<br><br>Photo Duffy © Duffy Archive &amp; The David Bowie Archive.<br>",,,0,2016/06/30 00:00:00,"120045,120044,119795,119742,120971,120182,120185,119209,120124,120593",,,,,,,,,,,,,,,,,,https://imageresizecloudsearch.s3-eu-west-1.amazonaws.com/vamshop/original/120183.jpg,,,,,,,,,
120188,Master SKU,EAN,5052979345724,Tower Bridge paper kit,,,16,"<p>Make your own famous London landmark model of Tower Bridge.<br />
<br />
Kit includes easy to follow instructions and 36 pieces.<br />
&nbsp;</p>",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Tower Bridge paper kit,0,V&A,,4.75,4.75,03/29/2016 00:00:00,12/25/2018 00:00:00,84,90,,,,,,,,|84|90|,,,,,,,,,,,,,,,,,,,,,5300,,,,,,,,,,london bridge paper kit britain childrens kids game games,,,,,,,"<p>Make your own famous London landmark model of Tower Bridge.<br />
<br />
Kit includes easy to follow instructions and 36 pieces.<br />
&nbsp;</p>",,,0,2016/06/30 00:00:00,"120189,120187",,,,,,,,,,,,,,,,,,https://imageresizecloudsearch.s3-eu-west-1.amazonaws.com/vamshop/original/120188.jpg,,https://s3.amazonaws.com/VAELimited/ProductImages/120188_a.jpg,,,,,,,
120189,Master SKU,EAN,5052979345731,Double Decker Bus paper kit,,,0,"<p>Make your own famous London landmark model of a double decker bus.<br />
<br />
Kit includes easy to follow instructions and 66 pieces.<br />
&nbsp;</p>",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Double Decker Bus paper kit,0,V&A,,4.75,4.75,03/29/2016 00:00:00,12/25/2018 00:00:00,84,90,135,,,,,,,|84|90|135|,,,,,,,,,,,,,,,,,,,,,4500,,,,,,,,,,london bus double decker britain childrens kids game games,,,,,,,"<p>Make your own famous London landmark model of a double decker bus.<br />
<br />
Kit includes easy to follow instructions and 66 pieces.<br />
&nbsp;</p>",,,0,2016/06/30 00:00:00,"123509,123507,152117,149699,152371",,,,,,,,,,,,,,,,,,https://imageresizecloudsearch.s3-eu-west-1.amazonaws.com/vamshop/original/120189.jpg,,https://s3.amazonaws.com/VAELimited/ProductImages/120189_a.jpg,,,,,,,
120210,Master SKU,EAN,5052979345946,Oarsman's and Angler's map of the River Thames - cloth map print,,,45,"Oarsman's and Angler's Map of the River Thames, c.1893<br>
<br>
This folded cloth map with slip case starts with the River Thames from its source to London Bridge.&nbsp;Printed with pigment ink on to archival paper and laid on to cloth, it is fade resistant and light fast.<br>
<br>
Made in Britain",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Oarsman's and Angler's map of the River Thames - cloth map print,0,V&A,,20.00,20.00,,31-December-2018,62,126,90,134,,,,,,|62|126|90|134|,,,,,,,,,,,,"Map size: 5x68""",,,,,,,,,100,,,,,,,,,,map oarsmans angler river atlas cloth,Oarsman's and angler's map of the River Thames - cloth map print,,,,,true,"Oarsman's and Angler's Map of the River Thames, c.1893<br>
<br>
This folded cloth map with slip case starts with the River Thames from its source to London Bridge.&nbsp;Printed with pigment ink on to archival paper and laid on to cloth, it is fade resistant and light fast.<br>
<br>
Made in Britain",,,0,,"120211,129093,146510,153220,155830",,,,,,,,,,,,,,,,,,https://s3.amazonaws.com/VAELimited/ProductImages/120210_a.jpg,,https://imageresizecloudsearch.s3-eu-west-1.amazonaws.com/vamshop/original/120210.jpg,,,,,,,
120211,Master SKU,EAN,5052979345953,"Moggs Strangers Guide to London, c.1837 - cloth map print",,,39,"Folded cloth map with slip case depicting&nbsp;Pentonville, Ratcliff, Kennington and Brompton.<br>
<br>This map was originally created by Edward Mogg, a publisher and engraver who specialised in maps and guides of London and its surroundings.&nbsp;<div><br></div><div>Individually made in Buckinghamshire, England, this map is printed with pigment ink onto archival paper and laid onto cloth, which is fade resistant and light fast.&nbsp;<br></div>",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Moggs Strangers Guide to London, c.1837 - cloth map print",0,V&A,,20.00,20.00,,31-December-2018,62,126,90,,,,,,,|62|126|90|,,,,,Printed with pigment ink onto archival paper and laid onto cloth,,,,,,Edward Mogg,"Map size: 19x15""",,,,,,,,,220,,,,,,,,,,map strangers guide to london moggs,britain peeps ramble walking walks walk,lost and found Buckinghamshire archival paper,"Pentonville, Ratcliff, Kennington and Brompton",maps and guides of London print pigment ink,,true,"Folded cloth map with slip case depicting&nbsp;Pentonville, Ratcliff, Kennington and Brompton.<br>
<br>This map was originally created by Edward Mogg, a publisher and engraver who specialised in maps and guides of London and its surroundings.&nbsp;<div><br></div><div>Individually made in Buckinghamshire, England, this map is printed with pigment ink onto archival paper and laid onto cloth, which is fade resistant and light fast.&nbsp;<br></div>",,,0,,",120210,123278,147795,147796,149874,151131,151072,146511,123387,130243",,,,,,,,,,,,,,,,,,https://s3.amazonaws.com/VAELimited/ProductImages/120211_a.jpg,,https://imageresizecloudsearch.s3-eu-west-1.amazonaws.com/vamshop/original/120211.jpg,,,,,,,
120606,Master SKU,EAN,,I'm With Bowie Greeting Card,,,0,"<p>Replica of a sticker given to fans in the early 1970s. <br />
<br />
Courtesy of The David Bowie Archive.<br />
<br />
Printed in the UK.<br />
<br />
Created exclusively for the V&amp;A.</p>",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,I'm With Bowie Greeting Card,,V&A,KITCHEN,2.75,2.75,03/29/2016 00:00:00,12/25/2018 00:00:00,26,,,,,,,,,|26|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,david bowie exclusive greeting cards,,,,,,YES,"<p>Replica of a sticker given to fans in the early 1970s. <br />
<br />
Courtesy of The David Bowie Archive.<br />
<br />
Printed in the UK.<br />
<br />
Created exclusively for the V&amp;A.</p>",,,,2016-06-30,,,,,,,,,,,,,,,,,,,https://imageresizecloudsearch.s3-eu-west-1.amazonaws.com/vamshop/original/120606.jpg,,https://s3.amazonaws.com/VAELimited/ProductImages/120606_a.jpg,,,,,,,
120608,Master SKU,EAN,,Diamond Dogs Greeting Card,,,0,"<p>Promotional photograph for the album Diamond Dogs, 1974.<br />
<br />
Terry O'Neill &copy; Terry O'Neil / Firepine Courtesy of The David Bowie Archive.<br />
<br />
Printed in the UK.<br />
<br />
Created exclusively for the V&amp;A.</p>",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Diamond Dogs Greeting Card,,V&A,KITCHEN,2.75,2.75,03/29/2016 00:00:00,12/25/2018 00:00:00,26,,,,,,,,,|26|,,,,,,,,,,,,125 x 173mm,,,,,,,Terry O'Neill,,,,,,,,,,,,exclusive david bowie is greeting cards,diamond dogs terry o'neill,,,,,YES,"<p>Promotional photograph for the album Diamond Dogs, 1974.<br />
<br />
Terry O'Neill &copy; Terry O'Neil / Firepine Courtesy of The David Bowie Archive.<br />
<br />
Printed in the UK.<br />
<br />
Created exclusively for the V&amp;A.</p>",,,,2016-06-30,,,,,,,,,,,,,,,,,,,https://imageresizecloudsearch.s3-eu-west-1.amazonaws.com/vamshop/original/120608.jpg,,https://s3.amazonaws.com/VAELimited/ProductImages/120608_a.jpg,,,,,,,
160185,Master SKU,EAN,5052979711031,Hammered bangle by Mounir,,GBP,1,"<p>This beautiful textured bangle is made from gold vermeil, crafted by hand in Mounir&rsquo;s London studios.&nbsp;</p>

<p>Details<br />
&bull; 18kt gold plated sterling silver (vermeil)</p>
",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Hammered bangle by Mounir,0,,,95.00,95.00,03/16/2020 00:00:00,03/16/2020 00:00:00,49,45,169,,,,,,,|49|45|169|,,,,,18kt gold plated sterling silver (vermeil),,,,,,Mounir,Diameter 6.5cm,,,,,,,,,314,,,,,,,,,,Hammered bangle by Mounir gold golden,18kt gold plated sterling silver (vermeil),gold-plated jewellery fashion accessory accessories,textured texture bracelets bracelet bangles,,,,"<p>This beautiful textured bangle is made from gold vermeil, crafted by hand in Mounir’s London studios.&nbsp;</p>

<p>Details<br>
• 18kt gold plated sterling silver (vermeil)</p>
",,,0,2020/03/16 00:00:00,"160186,160187,160188,160189,160190,160191,160192,160193",,,,,,,,,,,,,,,,,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/160185.jpg,,,,,,,,,
160186,Master SKU,EAN,5052979711048,Hammered silver bangle by Mounir,,GBP,1,"<p>This beautiful textured bangle is made from sterling silver, crafted by hand in Mounir&rsquo;s London studios.&nbsp;</p>

<p>Details<br />
&bull; Sterling silver</p>
",,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Hammered silver bangle by Mounir,0,,,65.00,65.00,03/16/2020 00:00:00,03/16/2020 00:00:00,49,45,169,,,,,,,|49|45|169|,,,,,Sterling silver,,,,,,Mounir,Diameter 6.5cm,,,,,,,,,222,,,,,,,,,,Hammered silver bangle by Mounir Sterling silver,textured texture bracelets bracelet bangles,jewellery accessory accessories jewels jewel fashion,craft crafted metal,,,,"<p>This beautiful textured bangle is made from sterling silver, crafted by hand in Mounir’s London studios.&nbsp;</p>

<p>Details<br>
• Sterling silver</p>
",,,0,2020/03/16 00:00:00,"160185,160182_P,160179_P,160176_P,160175,160174,",,,,,,,,,,,,,,,,,,https://s3-eu-west-1.amazonaws.com/clientfileuploads/prod_image/26/productimages/160186.jpg,,,,,,,,,
